Date,PM2.5,PM10,NO,NO2,NOx,NH3,CO,SO2,O3,Benzene,Toluene,Xylene,AQI,AQI_Bucket
20-09-2015,7.32,,3.3,9.42,8.69,20.84,1.27,1.74,11.51,,1.27,,64,Satisfactory
21-09-2015,16.51,,3.86,15.32,12.75,36.84,2.15,3.01,15.34,,2.21,,51,Satisfactory
22-09-2015,28.38,,6.09,22.83,18.49,35.72,2.21,2.97,20.63,,2.3,,82,Satisfactory
23-09-2015,27.74,,3.53,27.93,19.01,37.81,2.13,2.32,21.96,,2.21,,85,Satisfactory
24-09-2015,29.1,,3.31,22.47,15.65,34.28,2.39,2.37,16.37,,2.26,,89,Satisfactory
25-09-2015,17.48,,3.62,21.03,13.71,30.44,3.05,2.47,49.22,,2.27,,139,Moderate
26-09-2015,14.95,,1.98,17.22,10.16,22.01,2.68,1.46,9.51,,2.22,,157,Moderate
27-09-2015,27.29,,10.46,20.53,18.34,45.07,2.26,1.7,12.01,,2.06,,155,Moderate
28-09-2015,19.98,,21.66,30.35,31.94,76.12,2,1.69,18.48,,2.31,,94,Satisfactory
29-09-2015,31.36,,5.95,33.02,21.34,41.39,2.09,1.72,20.18,,2.23,,100,Satisfactory
30-09-2015,35.5,,6.74,31.34,21.07,29.39,2.71,1.3,14.05,,2.05,,117,Moderate
01-10-2015,26.25,,4.82,30.71,19.52,30.38,1.95,1.45,12.61,,2.04,,136,Moderate
02-10-2015,22.3,,3.85,26.84,17.13,26.74,1.82,4.18,,,1.82,,96,Satisfactory
03-10-2015,13.97,,2.64,19.24,11.96,19.73,1.67,1.6,18.98,,1.68,,101,Moderate
04-10-2015,9.63,,3.75,16.51,11.21,23.54,2.21,1.37,12.67,,1.63,,128,Moderate
05-10-2015,28.7,,6.17,23.13,16.54,31.01,1.96,2.64,10.81,,2.18,,92,Satisfactory
06-10-2015,35.04,,6.66,19.67,15.11,24.52,1.7,4.52,15.74,,1.7,,98,Satisfactory
07-10-2015,15.82,,3.63,19.92,12.95,24.3,1.63,5.29,11.29,,1.62,,102,Moderate
08-10-2015,12.14,,5.05,19.19,13.76,27.54,1.21,8.55,12.96,,1.23,,69,Satisfactory
09-10-2015,14.44,,5.96,20.31,15.2,26.87,1.54,7.68,14.01,,1.52,,54,Satisfactory
10-10-2015,12.01,,6.16,21.36,15.75,27.22,2.66,7.04,10.22,,1.72,,101,Moderate
11-10-2015,10.02,,4.91,19.3,13.76,33.5,3.38,2.26,9.49,,3.87,,110,Moderate
12-10-2015,17.14,,7.37,27.34,19.63,32.02,1.72,2.61,8.84,,1.74,,54,Satisfactory
13-10-2015,25.65,,10.14,38.97,27.72,38.88,1.62,2.54,9.81,,1.67,,77,Satisfactory
14-10-2015,31.78,,11.48,58.6,38.5,39.7,2.5,2.57,11.44,,4.46,,144,Moderate
15-10-2015,46.63,,7.75,71.63,43.26,44.56,1.47,3.74,11.97,,1.52,,90,Satisfactory
16-10-2015,49.23,,13.62,51.64,35.97,42.06,2.12,3.23,11.33,,1.43,,98,Satisfactory
17-10-2015,40.76,,5.27,33.93,21.32,27.48,6.11,2.15,13.38,,31.62,,173,Moderate
18-10-2015,31.18,,6.97,37.25,21.57,35.87,3.03,2.36,8.33,,7.89,,140,Moderate
19-10-2015,42.02,,8.97,27.41,19.27,21.37,1.5,2.71,6.43,,1.33,,76,Satisfactory
20-10-2015,43.32,,4.93,22.4,19.72,5.65,3.91,3.1,13.06,,5.43,,164,Moderate
21-10-2015,42.64,,2.42,21.57,19.75,20.88,1.14,2.14,14.4,,1.12,,88,Satisfactory
22-10-2015,55.94,,1.96,24.25,21.45,33.92,1.31,2.76,33.92,,1.22,,97,Satisfactory
23-10-2015,51,,3.37,28.3,26.07,33.78,1.12,2.37,42.29,,1.16,,110,Moderate
24-10-2015,45.13,,1.73,26.15,22.27,34.86,1.06,2.4,41.37,,1.06,,89,Satisfactory
25-10-2015,38.26,,1.74,20.74,17.48,29.89,,2.05,43.11,,,,81,Satisfactory
26-10-2015,47.1,,3.11,26.73,23.93,37.44,1.19,2.27,32.67,,1.19,,74,Satisfactory
27-10-2015,42.92,,3.55,32,27.82,51.9,8.22,3.72,32.4,,9.93,,157,Moderate
28-10-2015,36.44,,4.58,24.21,24.3,26.15,1.18,1.53,26.35,,1.19,,95,Satisfactory
29-10-2015,29.17,,6.15,22.68,22.27,44.06,1.15,1.37,15.59,,1.29,,70,Satisfactory
30-10-2015,31.78,,3.59,15.26,14.53,31.65,3.63,1.55,17.27,,1.1,,110,Moderate
31-10-2015,25.77,,1.83,23.3,16.35,49.74,2.63,3.37,14.45,,10.38,,191,Moderate
01-11-2015,29.89,,2.14,15.14,9.02,18.44,1.13,2.62,11.56,11.14,4.74,,49,Good
02-11-2015,28.56,,6.9,18.2,14.16,23.29,1.36,2.51,12.65,1.95,4.46,,54,Satisfactory
03-11-2015,31.05,,8.92,20.58,16.89,34.87,1.34,2.79,11.62,2.14,5.51,,58,Satisfactory
04-11-2015,43.1,,4.09,12.07,8.88,27.02,3.56,2.44,19.13,2.67,5.73,,65,Satisfactory
05-11-2015,30.36,,8.04,17.33,14.75,61.87,1.24,2.74,10.93,3.94,5.71,,70,Satisfactory
06-11-2015,37.22,,3.66,13.89,9.7,32.2,1.21,2.01,8.07,3.02,14.41,,67,Satisfactory
07-11-2015,31.44,70.46,3.03,15.85,10.27,27.73,1.22,1.94,17.98,2.41,17.84,,60,Satisfactory
08-11-2015,31.4,,1.92,15.33,8.96,21.44,,1.77,23.72,1.5,7.21,,56,Satisfactory
09-11-2015,34.92,,0.87,10.21,5.52,18.46,,1.72,32.86,1.28,3.29,,59,Satisfactory
10-11-2015,12.63,43.64,1.46,6.81,4.75,12.63,1.48,2.05,41.66,1.12,2.07,,51,Satisfactory
11-11-2015,48.94,,3.47,8.59,6.93,22.21,1.07,2.62,23.3,3.26,2.23,,49,Good
12-11-2015,63.69,,5.05,8.2,7.38,21.57,1.82,2.27,18.98,1.07,2.66,,146,Moderate
13-11-2015,28.22,153.3,5.8,21.5,21.78,27.79,2.09,2.69,34.32,2.08,4.5,,61,Satisfactory
14-11-2015,42.42,156.84,7.25,29.94,31.78,21.94,1.56,2.23,31.35,1.82,4.65,,130,Moderate
15-11-2015,42.23,59.94,2.83,18.86,16.26,,1.64,2.16,34.8,1.48,3.94,,99,Satisfactory
16-11-2015,16.03,16.77,3.81,18.34,18.74,,1.61,2.31,35.48,0.87,1.26,,91,Satisfactory
17-11-2015,,8.22,4.89,16.2,20.54,,1.6,2.49,,,,,116,Moderate
18-11-2015,19.32,16.42,4.57,15.47,18.77,25,1.99,2.75,,,1.15,,126,Moderate
19-11-2015,21.99,39.86,7.08,16.44,19.51,41.96,1.73,2.95,9.98,1.52,2.38,,103,Moderate
20-11-2015,13.89,31.44,6.84,12.14,15.35,23.93,1.72,2.5,4.56,0.74,1.48,,74,Satisfactory
21-11-2015,16.06,24.35,4.57,13.13,16.2,21.28,0.94,3.12,,,1.07,,66,Satisfactory
22-11-2015,16.97,15.69,3.07,10.57,12.6,13.92,0.83,2.6,,,1.06,,61,Satisfactory
23-11-2015,19.66,36.84,6.47,16.37,20.87,24.04,1.35,2.83,4.09,1.18,2.17,,75,Satisfactory
24-11-2015,20.35,33.97,7.76,20.64,24.75,26.98,1.36,2.59,7.77,1.02,1.9,,85,Satisfactory
25-11-2015,34.39,36.29,8.38,28.8,32.28,32.75,2.48,3.76,14.63,1.32,3.17,,141,Moderate
26-11-2015,43.91,43.65,11.74,29.33,32.78,55.4,1.52,3.44,14.8,1.53,3.59,,90,Satisfactory
27-11-2015,44.14,112.78,7.05,26.64,27.06,32.33,2.18,4.3,25.57,1.69,3.36,,126,Moderate
28-11-2015,44.94,114.34,8.47,28.1,29.37,32.75,2.3,4.7,29.1,1.56,2.38,,147,Moderate
29-11-2015,29.35,75.79,5.72,21.21,21.4,19.08,1.55,4.55,29.03,1.01,1.15,,87,Satisfactory
30-11-2015,15.34,53.7,8.46,22.22,24.6,21.4,1.13,4.45,8.84,1.11,2.53,,56,Satisfactory
01-12-2015,14.18,55.71,12.9,25.86,27.06,21.81,1.63,5.14,9.89,0.97,2.15,,88,Satisfactory
02-12-2015,13.36,33.82,8.24,24.04,17.46,22,1.7,11.07,8.15,0.73,1.66,,67,Satisfactory
03-12-2015,19.86,72.72,11.73,33.56,26.85,37.08,1.47,8.32,9.51,0.98,2.6,,74,Satisfactory
04-12-2015,28.35,102.15,13.06,32.95,24.78,52.45,2.03,6.08,21.38,1,3.46,,105,Moderate
05-12-2015,25.04,89.26,9.79,33.02,22.96,51.77,1.72,5.43,26.44,0.77,1.47,,103,Moderate
06-12-2015,29.12,,2.8,25.17,13.66,41.62,,3.1,43.98,0.71,1.17,,54,Satisfactory
07-12-2015,41.16,85.25,10.04,34.42,23.91,46.07,1.88,5.24,27.26,0.88,1.7,,65,Satisfactory
08-12-2015,46.33,82.86,17.24,44.41,34.36,45.43,1.81,5.81,19.1,1.01,1.92,,102,Moderate
09-12-2015,48.01,78.58,16.65,39.78,31.61,46.15,1.84,4.86,6.32,1.16,1.49,,94,Satisfactory
10-12-2015,35.48,58.04,25.04,35.58,35.53,51.46,1.92,5.27,3.36,0.99,1.46,,86,Satisfactory
11-12-2015,32.95,79.07,23.41,41.05,36.25,26.38,2.07,5.94,2.3,1.43,1.63,,89,Satisfactory
12-12-2015,50.19,73.43,18.73,57.62,31.41,20.93,1.78,5.34,2.33,1.29,1.39,,99,Satisfactory
13-12-2015,34.57,64.09,15.68,42.88,37.39,12.64,1.68,4.79,2.16,0.91,1.07,,92,Satisfactory
14-12-2015,52.06,56.71,13.51,27.66,21.45,11.98,1.33,4.38,1.87,1.29,1.6,,85,Satisfactory
15-12-2015,39.67,100.76,5.93,22.28,13.92,14.1,1.44,2.72,1.83,1.18,1.46,,83,Satisfactory
16-12-2015,50.47,56.41,4.71,37.1,20.85,20.54,1.93,3.65,6.68,1.22,1.47,,92,Satisfactory
17-12-2015,41.04,62.41,10.15,40.72,26.28,22.39,1.55,5.21,17.03,0.97,1.28,,95,Satisfactory
18-12-2015,56.62,85.88,24.29,57.36,45.46,29.2,2.67,6.99,17.28,1.61,1.55,,103,Moderate
19-12-2015,42.57,78.99,20.49,49.4,39.15,21.95,2.08,5.34,17.37,1.43,1.29,,105,Moderate
20-12-2015,60.44,65.74,17.24,43.97,33.82,26.04,1.44,5.29,20.05,1.17,1.19,,97,Satisfactory
21-12-2015,48.4,72.52,18.51,53.53,39.72,30.54,1.18,5.5,21.95,1.33,1.35,,102,Moderate
22-12-2015,49.54,84.48,22.95,65.66,49.45,34.27,1.32,5.61,20,1.96,1.69,,104,Moderate
23-12-2015,49.42,74.68,20.35,55.38,42.2,36.34,1.62,5.47,24.06,1.58,1.24,,96,Satisfactory
24-12-2015,61.58,81.49,20.86,56.16,42.26,44.44,1.29,5.38,36.04,1.41,1.22,,114,Moderate
25-12-2015,68.48,81.97,17.96,51.22,37.33,24.77,1.25,5.66,40.78,1.12,2.26,,110,Moderate
26-12-2015,57.15,63.84,15.88,42.79,31.61,18.88,1.2,5.44,41.39,1.12,1.16,,109,Moderate
27-12-2015,76.35,76.37,16.45,42.69,31.61,14.76,1.54,5.71,59.62,1.15,0.94,,115,Moderate
28-12-2015,85.66,83.91,22.68,56.3,42.44,41.98,1.77,6.01,59.5,1.21,1.05,,149,Moderate
29-12-2015,49.06,73.13,20.76,54.12,40.51,24.83,1.58,6.39,31.55,1.43,1.12,,122,Moderate
30-12-2015,48.16,74,22.45,59.75,44.59,21.42,0.85,6.94,31,1.59,1.44,,91,Satisfactory
31-12-2015,71.06,74.39,20.87,61.97,44.85,26.49,1.49,7.22,36.94,1.53,1.18,,131,Moderate
01-01-2016,56.4,95.08,13.8,51.73,34.31,14.68,0.69,7.44,55.96,0.91,0.78,,101,Moderate
02-01-2016,53.69,93.92,26.49,73.09,54.77,16.05,0.76,8.67,34.06,1.88,1.18,,92,Satisfactory
03-01-2016,62.35,99.34,24.56,77.77,55.6,16.37,0.96,9.1,47.62,2.36,1.14,,108,Moderate
04-01-2016,64.96,104.62,18.56,77.07,50.81,14.18,0.89,8.87,50.62,1.95,1.33,,109,Moderate
05-01-2016,70.15,105.12,23.56,79.43,56.05,16.97,0.85,9.41,36.94,1.92,1.26,,114,Moderate
06-01-2016,68.22,91.74,29.68,68.5,55.38,16.71,0.93,14.23,45.98,1.25,1.11,,121,Moderate
07-01-2016,68.74,74.3,42.37,53.25,58.6,26.13,0.79,23.65,23.19,27.62,16.12,,116,Moderate
08-01-2016,67.9,62.77,46.57,51.09,60.65,22.84,0.66,14.17,8.59,1.01,0.5,,117,Moderate
09-01-2016,79.8,74.11,57.18,64.04,86.73,21.32,0.79,14.65,10.66,2.62,0.55,,143,Moderate
10-01-2016,76.18,63.19,38.5,46.46,52.1,11.01,0.8,15.02,14.39,2.29,0.55,,168,Moderate
11-01-2016,61.48,53.24,23.76,39.43,62.48,10.72,0.78,11.53,19.51,1.67,1.35,,122,Moderate
12-01-2016,73.5,,9.37,39.55,27.55,12.27,1.3,4.65,21.45,1.76,0.74,,122,Moderate
13-01-2016,70.78,160,11.43,55.91,37.72,12.06,1.02,10.59,24.48,1.56,0.94,,146,Moderate
14-01-2016,75.01,172.02,16.92,70.58,49.75,19.63,0.84,13.99,22.94,1.56,0.5,,152,Moderate
15-01-2016,42.84,160.87,11.69,50.76,34.73,,0.78,17.8,25.71,1.14,0.28,,119,Moderate
16-01-2016,77.23,235.32,35.73,83.2,94.37,16.11,1.02,15.22,22.72,1.36,0.69,,130,Moderate
17-01-2016,68.98,149.82,86.51,110.24,147.06,10.83,0.78,14.5,17.73,0.97,0.37,,253,Poor
18-01-2016,73.89,133.08,95.19,77.38,110.35,16.09,0.97,18.94,20.92,1.05,0.51,,219,Poor
19-01-2016,75.45,113.92,44.25,72.62,71.08,20.9,0.98,24,23.09,0.67,0.54,,146,Moderate
20-01-2016,78.07,122.54,43.53,45.06,55.6,28.94,0.97,24.02,17.64,0.95,0.68,,170,Moderate
21-01-2016,53.45,62.27,44.68,34.63,50.76,43.57,0.93,18.54,20.57,0.62,0.52,,117,Moderate
22-01-2016,63.58,150.78,48.29,41.69,57.18,26.58,1.15,13.94,22,0.84,0.42,,113,Moderate
23-01-2016,57.91,133.63,33.73,29.72,40.25,16.27,1.08,11.77,11.02,0.81,0.34,,146,Moderate
24-01-2016,41.36,92.58,24.11,35.97,35.05,14.08,0.99,5.66,15.4,0.76,0.31,,102,Moderate
25-01-2016,51.7,121.42,15.35,51.13,35.03,19.55,1.23,7.78,18.12,0.64,0.84,,98,Satisfactory
26-01-2016,54.34,108.47,7.72,45.69,28.2,17.79,1.04,8.68,26.95,0.63,0.59,,104,Moderate
27-01-2016,54.33,76.37,14.67,41.42,32.76,20.6,1.05,8.73,17.6,0.89,0.7,,91,Satisfactory
28-01-2016,84.84,50.03,20.32,36.42,34.42,53.81,1.16,2.96,17.21,1.38,0.81,,118,Moderate
29-01-2016,87.02,83.23,7.3,36.39,23.82,22.43,1.12,3.02,26.32,1.45,0.76,,175,Moderate
30-01-2016,71.42,130.22,8.62,37.09,25.13,20.22,1.21,4.28,23.31,1.02,0.64,,149,Moderate
31-01-2016,119.16,218.27,15.82,48.59,36.49,33.27,1.32,6.07,23.3,2.02,0.94,,183,Moderate
01-02-2016,84.45,158.01,15.81,55.88,40.35,30.23,1.85,6.34,17.17,1.16,1.26,,184,Moderate
02-02-2016,76.8,159.14,17.4,55.92,41.2,27.39,1.39,5.9,15.86,1.84,0.73,,156,Moderate
03-02-2016,75.57,193.59,13.74,62.78,41.28,23.28,1.9,5.54,25.77,1.72,0.68,,153,Moderate
04-02-2016,74.6,152.36,10.79,49.76,32.57,22.79,1.6,5.13,28.21,1.67,0.75,,141,Moderate
05-02-2016,72.11,121.86,9.3,49.34,31.63,21.72,1.37,4.07,31.13,1.4,0.56,,139,Moderate
06-02-2016,63.42,169.11,5.2,45.84,25.16,19.25,1.81,3.74,32.4,0.8,0.56,,154,Moderate
07-02-2016,82.78,351.51,4.31,84.52,35.82,19.97,3.28,2.76,37.66,0.89,0.66,,199,Moderate
08-02-2016,75.98,154.26,3.23,46.99,21.56,18.87,1.59,3.49,31.18,0.6,0.59,,182,Moderate
09-02-2016,85.33,223.57,6.7,59.41,30.85,20.89,2.19,9.71,35.63,0.88,0.7,,175,Moderate
10-02-2016,84.32,256.75,5.88,46.66,26.54,20.63,2.2,14.25,49.77,1.36,0.54,,191,Moderate
11-02-2016,91.95,190.47,5.85,45.44,25.01,17.12,2.06,23.66,58.94,2.4,0.9,,203,Poor
12-02-2016,83.66,164.48,6.15,49.77,26.13,19.85,1.7,5.25,67.3,1.67,0.76,,154,Moderate
13-02-2016,85.96,146.45,8.34,56.54,33.17,17.34,1.69,4.73,63.27,1.21,0.56,,160,Moderate
14-02-2016,62.08,113.87,20.4,43.41,39.5,15.09,1.46,3.14,57.1,1.47,0.34,,136,Moderate
15-02-2016,56.57,100.3,10.84,35.08,33.68,40.86,1.73,4.27,37.83,1.19,0.41,,107,Moderate
16-02-2016,42.58,108.68,9.51,23.5,19.24,27.19,1.51,3.45,31.32,0.68,0.37,,88,Satisfactory
17-02-2016,49.6,145.32,9.96,24.34,19.72,24.05,1.66,4.46,25.02,0.94,0.34,,105,Moderate
18-02-2016,54.56,138.17,10.56,19.86,17.74,,1.51,4.12,29.33,0.74,0.26,,111,Moderate
19-02-2016,44.26,146.23,10.47,26.16,20.93,25.75,1.51,3.9,42.53,1.22,0.35,,117,Moderate
20-02-2016,53.12,116.89,9.46,30.94,22.89,29.92,1.47,3.2,36.37,0.98,0.46,,113,Moderate
21-02-2016,57.32,107.54,10.18,34.98,25.44,29.87,1.45,2.88,49.63,1.16,0.5,,115,Moderate
22-02-2016,90.07,127.67,7.72,32.23,22.31,29.34,1.57,3.26,38.32,1.01,0.45,,145,Moderate
23-02-2016,134.69,142.12,4.88,32.14,20.48,30.6,1.12,2.99,42.23,1.08,0.47,,177,Moderate
24-02-2016,110.05,100.07,11.92,38.67,25.42,28.79,0.94,4.85,59.43,0.89,0.58,,198,Moderate
25-02-2016,66.98,100.6,9.08,37.3,25.34,27.07,0.73,6.91,64.9,0.89,0.54,,165,Moderate
26-02-2016,51.96,102.39,10.53,28.51,22.43,24.1,0.94,5.29,37.26,0.51,0.48,,124,Moderate
27-02-2016,36.28,98.29,12.77,41.88,27.18,5.47,0.81,3.09,30.33,0.45,0.2,,88,Satisfactory
28-02-2016,35.63,115.9,12.59,47.36,24.09,4.09,0.79,3.52,29.08,0.67,0.27,,88,Satisfactory
29-02-2016,41.64,144.04,11.73,30.64,23.56,3.83,1.01,3.16,39.28,0.74,0.3,,105,Moderate
01-03-2016,39.21,154.64,42.33,42.55,51.48,13.53,0.84,3.5,37.68,0.81,0.28,,118,Moderate
02-03-2016,42.17,134.78,19.36,33.44,29.43,22.47,0.56,2.24,31.99,0.87,0.32,,132,Moderate
03-03-2016,54.91,148.57,6.3,31.09,18.25,22.73,0.58,1.91,49.42,0.87,0.47,,121,Moderate
04-03-2016,54.04,137.04,9.52,38.09,25.03,21.95,0.62,2.45,42.21,1.02,0.49,,136,Moderate
05-03-2016,55.72,132.73,5.47,31.96,18.66,23.49,1.68,2.36,38.54,0.94,0.37,,153,Moderate
06-03-2016,45.98,120.86,3.63,22.73,12.1,23.84,0.77,2.12,49.65,0.62,0.32,,135,Moderate
07-03-2016,43.69,120.32,4.16,24.23,13.82,23.77,0.58,2.05,45.07,0.63,0.35,,111,Moderate
08-03-2016,44.74,122.4,10.23,41.83,24.9,23.93,1.41,2.82,49.67,0.92,0.43,,135,Moderate
09-03-2016,51.06,150.19,10.44,47.14,30.04,33.25,0.97,4.02,38.62,0.94,0.46,,123,Moderate
10-03-2016,53.1,161.1,13.13,43.2,34.09,31.23,1.51,3.14,35.52,0.96,0.55,,146,Moderate
11-03-2016,60.7,173.24,13.82,36.11,33.16,33.7,1.03,3.61,40,4.06,1.47,,155,Moderate
12-03-2016,59.53,163.88,7.19,26.64,19.89,26.04,0.86,3,58.17,2.83,1.59,,144,Moderate
13-03-2016,64.29,144.67,5.68,21.86,14.6,21.27,0.57,2.75,68.09,1.8,1.2,,149,Moderate
14-03-2016,67.65,148.74,6.95,33.09,20.19,23.37,0.79,2.95,77.42,1.67,1.76,,158,Moderate
15-03-2016,68.48,144.33,15.88,36.46,25.68,24.7,1.28,2.93,47.78,1.68,1.25,,175,Moderate
16-03-2016,76.33,144.2,11.08,39.12,26.5,36.52,1.19,2.85,98.66,3,2.51,,139,Moderate
17-03-2016,72.22,151.36,11.89,25.76,18.7,29.15,0.89,3.24,39.82,1.41,1.65,,145,Moderate
18-03-2016,60.58,194,7.91,18.32,15.69,26.55,0.96,2.89,35.81,1.49,1.3,,151,Moderate
19-03-2016,98.29,206.35,10.49,32.29,24.48,29.65,1.22,2.53,33.32,2.42,1.62,,158,Moderate
20-03-2016,239.54,189.8,3.12,14.6,9.98,27.35,1.2,1.57,,,1.28,,253,Poor
21-03-2016,121.43,164.52,8.95,59.53,35.01,32.86,0.91,2.47,56.77,1.91,3.13,,264,Poor
22-03-2016,66.36,190.04,9.51,62.46,37.08,32.7,0.98,3.93,43.14,1.74,2.25,,155,Moderate
23-03-2016,29.73,186.28,10.09,46.26,35.81,29.53,0.52,2.38,49.68,1.11,1.05,,137,Moderate
24-03-2016,34.49,180.42,7.52,34.43,22.68,24.5,0.92,3.92,46.87,1.19,1.06,,119,Moderate
25-03-2016,32.59,183.03,4.59,28.33,14.13,22.9,0.9,3.22,55.02,1.85,1.27,,137,Moderate
26-03-2016,56.05,165.97,6.3,29.32,19.1,32.86,2.11,5.56,57.03,2.72,3.04,,149,Moderate
27-03-2016,63.5,175.45,4.97,30.19,18.63,42.56,0.82,5.39,89.88,2.36,2.12,,156,Moderate
28-03-2016,57.92,157.8,6.37,35.15,22.21,50,0.86,6.06,48.81,1.95,1.18,,123,Moderate
29-03-2016,48.28,162.1,5.17,23.54,15.33,24.05,0.87,3.42,40.43,1.49,1.17,,118,Moderate
30-03-2016,42.65,142.17,5.45,25.51,16.91,22.67,0.86,4.7,35.06,1.53,1.93,,107,Moderate
31-03-2016,50.78,156.52,5.35,32.46,21.42,23.75,0.82,3.72,44.42,1.85,1.42,,111,Moderate
01-04-2016,49.33,150.05,7.72,35.55,24.09,23.19,0.87,4.51,38.74,2.17,1.61,,106,Moderate
02-04-2016,51.78,159.41,10.62,36.29,25.48,29.64,0.62,2.51,34.73,3.16,2.03,,112,Moderate
03-04-2016,53.54,157.92,8.11,26.49,18.69,19.18,1,2.97,34.38,3.58,1.85,,110,Moderate
04-04-2016,54.8,165.25,12.49,39.97,28.58,45.69,0.85,4.65,26.66,4.25,2.3,,114,Moderate
05-04-2016,49.84,215.52,19.66,50.15,45.68,22.62,1.11,4.27,29.98,3.43,2.08,,118,Moderate
06-04-2016,63.16,254.77,7.65,52.29,24.61,28.88,1.18,3.67,43.57,2.12,1.84,,154,Moderate
07-04-2016,46.24,208.97,3.14,17.79,10.68,23.17,1.19,3.17,67.46,3.08,1.81,,179,Moderate
08-04-2016,34.18,318.02,3.97,17.37,11.52,19.5,1.03,2.2,58.76,1.56,0.9,,102,Moderate
09-04-2016,33.01,152.78,27.61,38.54,32.63,18.87,1.13,3.61,53.57,1.42,0.94,,170,Moderate
10-04-2016,31.3,144.68,4.2,19.45,13.01,16.4,1.03,2.75,62.4,1.34,0.99,,112,Moderate
11-04-2016,31.68,159.23,4.37,19.05,12.52,20.63,1.86,2.87,58.82,1.78,1.32,,138,Moderate
12-04-2016,36.98,177.82,3.86,14.71,9.61,17.27,1.25,3.1,74.34,2.44,1.9,,121,Moderate
13-04-2016,36.88,159.45,16.58,30.43,26.02,30.91,0.81,5.44,60.73,1.39,1.14,,118,Moderate
14-04-2016,35.46,224.24,9.73,31.64,23.58,25.67,1.08,3.19,109.97,0.98,1.14,,171,Moderate
15-04-2016,35.31,196.65,6.29,18.99,14.15,26.03,1.07,3.9,76.46,1.74,1.19,,156,Moderate
16-04-2016,34.85,171.26,4.84,10.08,8.09,26.81,1.02,3.06,67.25,1.09,1.14,,140,Moderate
17-04-2016,36.9,145.98,3.37,9.89,7.11,24.31,0.78,2.36,77.75,2.29,1.41,,114,Moderate
18-04-2016,38.81,158.75,5.65,16.09,11.74,25.84,1.37,2.74,49.33,3.09,2.52,,138,Moderate
19-04-2016,34.65,134.47,4.35,12.86,9.5,25.01,1.87,2.71,50.77,2.86,2.91,,137,Moderate
20-04-2016,31.89,160.06,4.69,19.53,10.82,25.6,1.65,3.82,62.54,6.46,4.3,,134,Moderate
21-04-2016,33.61,168.98,5.82,13.97,11.33,22.65,0.64,6.92,65.97,9.52,6.04,,119,Moderate
22-04-2016,34.83,130.54,6.28,10.21,9.96,26.41,0.94,4.09,48.47,9.6,5.93,,98,Satisfactory
23-04-2016,39.01,107.52,9.13,19.84,18.09,27.43,0.98,3.9,49.78,14.91,7.88,,107,Moderate
24-04-2016,39.53,92.73,7.26,19.55,15.68,20.86,2.09,4.16,47.44,16.39,8.95,,150,Moderate
25-04-2016,37.17,103.22,6.77,16.25,13.99,25.49,0.71,3.39,47.77,5.19,4.95,,94,Satisfactory
26-04-2016,39.88,68.46,7.67,21.35,16.08,24.94,0.72,3.74,56.94,11.29,6.26,,85,Satisfactory
27-04-2016,32.59,56.09,5.91,22.96,15.81,19.65,1.53,5.23,43.48,3.72,3.43,,115,Moderate
28-04-2016,47.42,54.05,20.84,22.55,33.44,18.06,0.6,5.65,39.29,7.21,11.94,,74,Satisfactory
29-04-2016,48.78,58.28,5.64,23.05,16.42,17.12,0.67,4.34,47.83,8.11,5.52,,88,Satisfactory
30-04-2016,46.6,59.08,9.97,20.19,21.66,17.48,0.82,4.12,53.75,5.29,3.32,,86,Satisfactory
01-05-2016,35.86,63.4,4.47,23.12,15.99,16.11,0.49,4.17,74.38,5.35,4.4,,87,Satisfactory
02-05-2016,39.87,63.61,8.72,28.17,18.17,19.71,0.62,5.62,68.49,5.57,4.86,,99,Satisfactory
03-05-2016,40.79,63.42,6.61,43.48,25.98,20.1,0.6,4.37,46.14,4.44,7.41,,80,Satisfactory
04-05-2016,57.96,56.57,4.08,32.02,18.21,16.71,0.55,4.58,45.77,3.68,5.24,,102,Moderate
05-05-2016,46,58.14,13.5,34.28,24.08,17.66,0.66,7.17,40.96,6.79,6.71,,76,Satisfactory
06-05-2016,23.99,35.12,2.85,19.03,11.43,16.79,1.15,4.1,95.21,1.74,2.88,,59,Satisfactory
07-05-2016,27.21,44.02,26.89,34.02,34.92,17.82,0.69,3.15,53.32,2.45,5.18,,67,Satisfactory
08-05-2016,26.43,42.02,69.97,75.84,64.74,16.68,0.6,2.89,52.09,1.77,4.01,,107,Moderate
09-05-2016,20.46,34.82,6.44,26.1,15.86,16.5,0.6,3.66,58.13,3.77,5.69,,95,Satisfactory
10-05-2016,32.5,230.2,5.74,20.91,14.43,16.75,0.99,4.01,50.62,2.74,6.69,,72,Satisfactory
11-05-2016,57.81,50.58,4.39,12.56,8.77,16.13,0.88,3.11,45.59,2.98,6.78,,91,Satisfactory
12-05-2016,31.19,54.8,7.37,14.44,13.47,19.08,0.67,3.77,54.95,2.79,7.96,,88,Satisfactory
13-05-2016,34.06,45.82,5.54,10.89,8.46,23.06,0.72,4.08,70.86,3.24,5.73,,86,Satisfactory
14-05-2016,33.05,52.87,22.08,31.46,28.58,,0.61,2.78,53.86,3.5,5.65,,78,Satisfactory
15-05-2016,28.39,46.27,4.27,11.86,9.25,,0.46,2.94,41.46,2.06,3.53,,65,Satisfactory
16-05-2016,27.01,39.39,6.67,18.35,15.54,19.96,0.91,4.16,22.93,3.3,3.76,,50,Good
